name	map_to
"1,2,3-triazines"	ISA59099
Nitrotoluenes	ISA25566
Benzoyl peroxides	ISA25702
Methoxybenzenes	ISA51683
N-substituted alpha-imino acids	ISA23591; ISA24783
Oxoisoaporphines	ISA38163
Isoatisine-type diterpenoid alkaloids	ISA23847
Tazettine-type amaryllidaceae alkaloids	ISA38958
Montanine-type amaryllidaceae alkaloids	ISA22315; ISA38166
Plicamine-type amaryllidaceae alkaloids	ISA22315; ISA38166
Galanthindole-type amaryllidaceae alkaloids	ISA38958
Gracilline-type amaryllidaceae alkaloids	ISA22315
"6,7-benzomorphans"	ISA26979; ISA35990
Alpha-imino acid and derivatives	ISA83821
Alpha-imino acid esters	ISA83821
Epithionitriles	ISA18379; ISA38106
Desulfoglucosinolates	ISA35275
Thiohydroximic acids and derivatives	ISA25750; ISA33261
Thiohydroximic acids	ISA25750; ISA33261
S-alkyl-thiohydroximates	ISA25750; ISA33261
Oxacyclic compounds	ISA38104
Phosphacyclic compounds	ISA5686; ISA26082
"Kalmanes and 1,5-seco-kalmanes"	ISA23849
Hydroxypyridines	ISA24745
Cladiellane diterpenoids	ISA23849
Steroidal alkaloid glycosides	ISA61655; ISA26767
18-hydroxysteroids	ISA36855
Thioselenides	ISA64726
Phenoselenazines	ISA48102; ISA26979
Perimidines	ISA39204
Quindolines	ISA38163
Selenophenes	ISA38416
Oxirenes	ISA38104
2-Thiopyrimidines	ISA39447
4-Thiopyrimidines	ISA39447
Thiopyrimidines	ISA39447
Pyridine nucleosides	ISA47896
S-alkylsulfenates	ISA22326
Ethylene bisdithiocarbamates	ISA78787
"1-(1Z-alkenyl),3-acylglycerophosphoethanolamines"	ISA36314
Long-chain (3R)-3-hydroxyacyl CoAs	ISA33184; ISA61902
Very-long-chain (3R)-3-hydroxyacyl CoAs	ISA61902; ISA61902
3-sulfated flavonoids	ISA72544
Flavonoid 3-phosphates	ISA72544
Long-chain alkyl amine oxides	ISA35580
Trialkylarsane oxides	ISA35843
Trialkylphosphanes	ISA35886
Phorbines	ISA38252
Phthalocyanines	ISA51580
1-phenylcoumarans	ISA38830
Isocoumarans	ISA38831
14-alpha-methylsteroids	ISA35341
"Pyrrolo[1,2-a]benzimidazoles"	ISA26979
Allyl sulfur compounds	ISA33261
Dithiazinanes	ISA25693; ISA38101; ISA38106
"1,3,5-dithiazinanes"	ISA25693; ISA38101; ISA38106
Hydroxyanilides	ISA62733; ISA22712; ISA33822
"1-sulfamoyl-1,2,3-triazoles"	ISA38597
Phenyl-beta-methoxyacrylates	ISA47985
Furancarboxamides	ISA37622; ISA24129
Xylenes	ISA27338
m-Xylenols	ISA33853; ISA27338
o-Xylenols	ISA33853; ISA27338
p-Xylenols	ISA33853; ISA27338
Anilinopyrimidines	ISA38338; ISA33860
"1,4-oxathiin carboxamides"	ISA37622
Allylamines	ISA50047; ISA78840
Toluamides	ISA22702
m-Toluamides	ISA22702
o-Toluamides	ISA22702
p-Toluamides	ISA22702
"1,2,4-triazolo[4,3-a][1,4]benzodiazepines"	ISA35501
"1-(1Z-alkenyl),3-acyl-glycerophosphates"	ISA37739
"1-(1Z-alkenyl),3-acyl-glycerol-2-phosphocholines"	ISA37739
"Pyrrolo[1,2-c][1,3]benzodiazepines"	ISA131437
"Pyrrolo[2,1-c][1,4]benzodiazepines"	ISA131437
"C2-aryl pyrrolo[2,1-c][1,4]benzodiazepines"	ISA131437
5'-O-tritylated nucleosides and derivatives	ISA61120
Benzenesulfonyl chlorides	ISA36687
"Azetidino[1,2-d][1,4]benzodiazepines"	ISA26979
6-Thiathiophenes	ISA38106
Tertiary arsines	ISA22637
Tetraorganoarsonium salts	ISA24868
Sulfur-containing organoarsenic compounds	ISA33406; ISA26835
Organoarsenic sulfides	ISA33406; ISA26835
Thiodiarsines	ISA33406; ISA26835
Organotetrahaloarsoranes	ISA33406
Diorganotrihaloarsoranes	ISA33406
Triorganodihaloarsoranes	ISA33406
Arsonous acid esters	ISA22632
Organoarsinous acid esters	ISA33406
Organoarsinous acids	ISA33406
Tetraorganostibonium salts	ISA50007
"1-phosphatidyl-1D-myo-inositol-4,5-bisphosphates"	ISA18348
1-phosphatidyl-1D-myo-inositols	ISA16749
"Phosphatidylinositol-3,4,5-trisphosphates"	ISA16618
Pyrroline 2-carboxylic acids	ISA23763; ISA33575
Very long-chain 2-enoyl CoAs	ISA61910; ISA51006
Very long-chain 3-enoyl CoAs	ISA61910; ISA51006
Arylsulfates	ISA26835
S-prenyl-L-cysteines	ISA60941
N-acylneuraminate-9-phosphates	ISA21662
"1-alkyl,2-acetylglycero-3-phosphocholines"	ISA78189
1-phosphatidyl-1D-myo-inositol-3-phosphates	ISA26034
"1-phosphatidyl-1D-myo-inositol-3,4,5-trisphosphates"	ISA16618
"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphates"	ISA16152
"1-phosphatidyl-1D-myo-inositol-3,5-bisphosphates"	ISA16851
N-acyl-L-glutamines	ISA24317; ISA21644
3-Acylpyruvic acids	ISA1447
"6,7-dihydropteridines"	ISA13614
"5,6,7,8-tetrahydropteridines"	ISA30436
Long-chain N-acylserotonins	ISA29348; HFP28790
1-O-alkylglycerols	ISA36594
1-O-alkyl-sn-glycerols	ISA36594
Polyprenyl monophosphates	ISA16460
Polyprenyl diphosphates	ISA37531
N-acyl-aliphatic L-alpha-amino-acids	ISA21644
N-acyl-aromatic L-alpha-amino-acids	ISA21644
Oxygen-containing organoarsenic compounds	ISA33406; ISA25806
Monohaloarsines	ISA22632; ISA24471
Dihaloarsines	ISA22632; ISA24471
Triorganodialkoxyarsoranes	ISA33406
Tetraorganoalkoxyarsoranes	ISA33406
Organotin selenides	ISA25717
Organotin sulfides	ISA25717
Organotin tellurides	ISA25717
Organolead sulfides	ISA33586
Tetraorganolead compounds	ISA33586
Primary stibines	ISA50007
Secondary stibines	ISA50007
2-benzothiophenes	ISA38837
2-azidobenzoic acids	ISA22723; ISA22680
Phenylketones	ISA76224
Glucosylceramides	ISA36500
D-glucosyl-N-acylsphingosines	ISA22801
3-hydroxy-3-alkylglutaryl CoAs	ISA17984
(S)-3-hydroxy-3-alkylglutaryl CoAs	ISA17984
4-Hydrocarbylideneazlactones	ISA38327; ISA25000
D-glucosyl-N-acylsphinganines	ISA36500
Glycosyl-N-acylsphingosines	ISA62941
Metallobisdithiocarbamates	ISA83060
1-phosphatidyl-1d-myo-inositol-4-phosphates	ISA17526
Benzenesulfonyl halides	ISA37579
Daphniphylline-type alkaloids	ISA26871
Yuzurimine-type alkaloids	ISA22315
Tetraalkylphosphonium compounds	ISA26082
Tetraalkylphosphonium halides	ISA51069
"Imidazo[2,1-b]benzothiazoles"	ISA26979
"Quinolo[1,2-a]quinazolines"	ISA38163
"Pyrido[2,3-b]quinoxalines"	ISA26979
"Pyrido[2,3-g]quinoxalines"	ISA26979
Nitrothiophenes	ISA26961; ISA35716
3-nitrothiophenes	ISA26961; ISA35716
Nitrohalothiophenes	ISA26961; ISA35716; ISA36684
2-nitrohalothiophenes	ISA26961; ISA35716; ISA36684
3-nitrohalothiophenes	ISA26961; ISA35716; ISA36684
Cyclitols	ISA23451
"Indeno[1,2-c]pyrazoles"	ISA46869
"Dipyrido[1,4]diazepines"	ISA63667
Tetraalkyltins	ISA25717
Tetraorganotin compounds	ISA25717
Acyclic pyrimidine nucleoside phosphonates	ISA39447; ISA48038
Deoxyribo- and ribonucleoside phosphonates	ISA61120; ISA48038
Oligonucleotides	ISA7754
(3'->5')-cyclic dinucleotide bis(carbamate) analogues	ISA61120
"Imidazole[4,5-c]pyridine ribonucleosides and ribonucleotides"	ISA46908; ISA21731
Benzenecarbothioic S-acids	ISA35737
Sulfono(thioperoxoic) SO-acids	ISA26835; ISA25806
Sulfonothioic O-acids	ISA26835; ISA25806
Sulfonothioic S-acids	ISA26835; ISA25806
Sulfonoperoxoic acids	ISA26835; ISA25806
Sulfonoselenoic Se-acids	ISA26835; ISA26628
Purine ribonucleoside phosphonates	ISA26401; ISA21731; ISA48038
Pyrimidine ribonucleoside phosphonates	ISA39447; ISA21731; ISA48038
Ribonucleoside phosphoramidites	ISA48208; ISA59751
"Indolo[2,3-b]quinoxalines"	ISA38163
2-Anilinoquinolines	ISA36709
3-Anilinoquinolines	ISA36709
4-Anilinoquinolines	ISA36709
Organic chromium salts	ISA35409
"Pyrazolo[3,4-b]pyrazines"	ISA27171
"Pyrazolo[1,5-b]pyridazines"	ISA48383
"Pyrazolo[1,5-a][1,3,5]triazines"	ISA48383
"Pyrazolo[1,5-d][1,2,4]triazines"	ISA48383
Substituted imidazole-4-acetic acid and analogues	ISA24780
"Pyrazolo[4,3-e]pyrrolo[1,2-a]pyrazines"	ISA26979
"Imidazo[1,2-a]pyrazin-8-ones"	ISA37847
"Imidazo[1,2-a][1,2,4]triazines"	ISA46906
"Imidazo[1,2-d][1,2,4]triazines"	ISA46906
"Imidazo[2,1-c][1,2,4]triazines"	ISA46906
"Imidazo[4,3-c][1,2,4]triazines"	ISA46906
"Pyrazolo[1',5':1,6]pyrimido[4,5-d]pyridazines"	ISA26979
"Pyrazolo[1',5':1,6]pyrimido[4,5-d]pyridazin-4-ones"	ISA26979
"2,4-Diaminoquinazolines"	ISA38530; ISA33860
"2,4-Diaminothieno[2,3-d]pyrimidines"	ISA27171; ISA33860
"5-Benzylpyrimidine-2,4-diamines"	ISA38338
"Imidazo[1,5-a]pyrazines"	ISA37847
4-Anilinoquinazolines	ISA38530; ISA33860
"Pyrrolo[2,3-a]carbazoles"	ISA38163
6-Amino-4-phenyltetrahydroquinolines	ISA26513
Phenylpiperazinyl-cyclohexylureas	ISA47857
Phenylpiperazinyl-cyclohexylsulfonamides	ISA35358
"Imidazo[1,2-a]pyridines"	ISA46908
"5-piperazinylimidazo[1,2-a]pyridines"	ISA46908; ISA26144
"6-piperazinylimidazo[1,2-a]pyridines"	ISA46908; ISA26144
"7-piperazinylimidazo[1,2-a]pyridines"	ISA46908; ISA26144
"8-piperazinylimidazo[1,2-a]pyridines"	ISA46908; ISA26144
"1,3-thiazolo[5,4-d]pyrimidines"	ISA64196
"7-oxo-1,3-thiazolo[5,4-d]pyrimidines"	ISA64196
Ribonucleoside 3'-phosphates	ISA37009
Pyridopyrazines	ISA48276
"3-arylsulfonyl-pyrazolo[1,5-a]pyrimidines"	ISA38669; ISA35358
"Furo[2,3-c]pyridines"	ISA38197
"Furo[3,2-c]pyridines"	ISA38197
"Pyrrolo[2,1-f][1,2,4]triazines"	ISA88341
"2-amino-pyrido[2,3-d]pyrimidines"	ISA38932; ISA33860
"Isoindolo[2,1-a]quinoxalines"	ISA38163
Benzo[c]quinolizin-3-ones	ISA64027
Benzo[f]quinolin-3-ones	ISA26979
O-thiocarbamates	ISA38127
S-thiocarbamates	ISA38128
S-Alkyl-thiocarbamates	ISA38128
Thiocarbamate salts	ISA24868
Dithiocarbamate salts	ISA83060
Chloroformic acid esters	ISA33308; ISA36687
Alkylchloroformates	ISA33308; ISA36687
Inorganic silicides	ISA37763
Borate esters	ISA38915
Organic sulfonic acids and derivatives	ISA33552
Metal alkyls	ISA25707
Organic sulfonic anhydrides	ISA36606
Organic sulfonic acids	ISA33551
Organic sulfonamides	ISA35358
Metal aryls	ISA25707
Metal allyls	ISA25707
Metal alkyl halides	ISA25707
Transition metal alkyls	ISA25707
Organochlorosilanes	ISA85314
Siloxanes	ISA48138
Carbonate salts	ISA46721
Alkali metal carbonate salts	ISA46721
Metal carbonate salts	ISA46721
Acrylic acids	ISA79020
Acrylic acid esters	ISA50424
Alpha-aminonitriles	ISA18379
Alpha-hydroxynitriles	ISA18379
Organic sulfite salts	ISA48857
Organic sulfites	ISA48857
Organic thiosulfate salts	ISA24868
Organic bromate salts	ISA22923
Organic selenite salts	ISA48840
Organic iodate salts	ISA24856
Triazolines	ISA51261
Organic chlorite salts	ISA23118
Organic phosphite salts	ISA24868
Inorganic azides	ISA24839
Alkyl azides	ISA22680
Aryl azides	ISA22680
Organoazides	ISA22680
Salt-like carbides	ISA24866
Carbides	ISA24866
Inorganic nitrides	ISA24839
Inorganic nitrites	ISA46648
Alkenyl azides	ISA22680
Saturated hydrocarbons	ISA18310
Unsaturated hydrocarbons	ISA24632
Aromatic hydrocarbons	ISA33663
Trialkylheterosilanes	ISA25713
Trialkylchlorosilanes	ISA85314
Trimethylsilyl esters	ISA25713
Alkylphosphonofluoridic acids and esters	ISA24062; ISA26082; ISA25806
Trialkylphosphites	ISA48135
O-alkylpyrimidines	ISA39447
Inorganic lithium salts	ISA35478
Organic lithium salts	ISA35478
Organic beryllium salts	ISA24868
Inorganic beryllium salts	ISA24839
Organic metal halides	ISA37578
Organonickel compounds	ISA51188
Organic calcium salts	ISA35156
Inorganic calcium salts	ISA35156
14-hydroxysteroids	ISA36860
"3',5'-cyclic purine nucleoside phosphorothioates"	ISA85287
"3',5'-cyclic pyrimidine nucleoside phosphorothioates"	ISA85287
"2',3'-dideoxy-3'-thionucleosides"	ISA47945
"2',3'-dideoxy-3'-thionucleoside triphosphates"	ISA25608
"2',3'-dideoxy-3'-thionucleoside diphosphates"	ISA25608
"2',3'-dideoxy-3'-thionucleoside monophosphates"	ISA25608
5'-deoxy-5'-thionucleosides	ISA61120
Phosphiranes	ISA25716
Chloroethylnitrosoureas	ISA76551; ISA36683
"1,2,3-thiadiazolopyridines"	ISA27171
7-alkoxylcoumarins	ISA23403; ISA35618
Alkylhydrazines	ISA24631
"1,2-diacyl-1-alkylhydrazines"	ISA35363
N-sulfenyl-N'-sulfonyl-ureas	ISA76983
Sulfonyl isocyanates	ISA53212
Sulfonyl isothiocyanates	ISA52221
Polybrominated dibenzofurans	ISA38922; ISA37141
Brominated dibenzofurans	ISA38922; ISA37141
Chlorofluorocarbons	ISA37143; ISA36683
Hydrofluorocarbons	ISA46695
Aziridinylquinones	ISA36141; ISA22681
Chlorophenoxtacetates	ISA23152
Chloroanilines	ISA23130
Chloroacetamides	ISA36683; ISA37622
Halotoluenes	ISA36684; ISA27024
Formamides	ISA24079
2-halopyrimidines	ISA39447; ISA36684
"1,2,3,6-Tetrahydropyridines"	ISA26921
Arylbiguanides	ISA24436
"1,5-diarylbiguanides"	ISA24436
1-arylbiguanides	ISA24436
Organothalium compounds	ISA37110
Inorganic thalium compounds	ISA37110
Halonitrobenzenes	ISA36684; ISA48109
Thiopurine S-methylethers	ISA35666
Aryl dialkyl phosphates	ISA37558
Arylhydroxamates	ISA24650
S-(2-hydroxyacyl)glutathiones	ISA17491
5'-acylphosphoadenosines	ISA16406
Benzyl isothiocyanates	ISA52221
Benzyl thiocyanates	ISA26955
"13,28-epoxyoleananes"	ISA70994; ISA35990; ISA37407; HPH36481
Cumulenes	ISA37608
Nitrimines	ISA38780
S-sulfo-L-cysteines	ISA27891
Organopnictogen compounds	ISA33302
Inorganic pnictogen compounds	ISA33302
Avenanthramides	ISA22315; ISA22702
Cyanate esters	ISA36832
Metal cyanates	ISA36831
Inorganic 3-nitrosotriazenes	ISA72573
Ethoxyethynyl alcohols	ISA25698; ISA73474
Haloacetylenes and derivatives	ISA73474; ISA36684
Metal acetylides	ISA73478
Acetylenic peroxides	ISA73474; ISA25702
Alkylaluminium and derivatives	ISA51175
Alkylaluminium halides	ISA51175
Alkylboranes	ISA38278
Alkylhaloboranes	ISA38278
Alkylhalophosphines	ISA63258
Monoalkylboranes	ISA38278
Dialkylboranes	ISA38278
Trialkylboranes	ISA38278
Acylsalicylic acids and derivatives	ISA26596
Diacyl peroxides	ISA25940
3-beta-hydroxysteroid-4-alpha-carboxylates	ISA47891; ISA36836
Trifluoromethanesulfonates	ISA52473
Alkyl hydroperoxides	ISA61050
Trialkylantimony halides	ISA50007
Allyl trifluoromethanesulfonates	ISA52473
Allylic hydroperoxides	ISA61050
Diazoethers	ISA25698
Arenediazoates	ISA33659
Bis-arenediazo oxides	ISA33659
Bis-arenediazo sulfides	ISA33659
Arenediazo aryl sulfides	ISA33659
Trialkylaluminiums	ISA51175
Organozinc compounds	ISA51494
Dialkylzincs	ISA51495
Organomagnesium halides	ISA51236
Alkylmagnesium halides	ISA51488
Arylmagnesium halides	ISA51487
Dialkylmagnesiums	ISA51187
Alkyl trialkyllead peroxides	ISA33586
3-cyanotriazenes	ISA72573
Aromatic 3-cyanotriazenes	ISA72573
Dialkyl hyponitrites	ISA36963; ISA51143
Diazonium perchlorates	ISA24866
Organic oxygen compounds	ISA36963
Diazonium sulfates	ISA35175
Diazonium tetrahaloborates	ISA24866
Difluoroamino compounds	ISA37381
Fluorodinitromethyl compounds	ISA37143
"1,1-dinitrodifluoramines"	ISA37381; ISA38780
Tris(ketoximino)silanes	ISA25713
Metal p-nitrophenoxides	ISA24868
Metal thiocyanates	ISA24868
Nitrobenzaldehydes	ISA22698; ISA48109
Organometallic peroxides	ISA24868
Phenylboronic acids	ISA38269
Aryl phosphates	ISA36943
Aryl phosphomonoesters	ISA36943
Aryl phosphodiesters	ISA36943
Branched cycloalkanes	ISA23453
Aryl thiophosphates	ISA37512
Pyridine-2-carboxylic acids	ISA26420
Pyridine-3-carboxylic acids	ISA26420
5-alkoxy-2-carboxypyrimidines	ISA26420
Benzyl sulfoxides	ISA22063
Benzyl alkyl sulfoxides	ISA22063
"1,2-allenyl phenyl sulfoxides"	ISA22063
Phenyl sulfides	ISA35683
Dibenzothiophene-5-oxides	ISA23684; ISA22063
"Dibenzothiophene-5,5-dioxides"	ISA23684; ISA35850
Alkoxy-S-triazines	ISA26588; ISA35618
Halo-S-triazines	ISA26588
Phenyl methylcarbamates	ISA23003
Alkylarsine oxides	ISA35843
Trialkylarsine oxides	ISA35843
Phenylacetic acid esters	ISA33308
2(hydroxyphenyl)acetic acids	ISA25978; ISA33853
3(hydroxyphenyl)acetic acids	ISA25978; ISA33853
"1-hydroxylamino, 2-unsubstituted benzenoids"	ISA24709
"1-hydroxylamino, 4-unsubstituted benzenoids"	ISA24709
N-phenylhydroxylamines	ISA24709
O-phenylhydroxylamines	ISA33659
N-alkyl-O-phenylhydroxylamines	ISA33659
N-aryl-N-phenylhydroxylamines	ISA24709
o-Aminophenols	ISA33853; ISA48975
m-Aminophenols	ISA33853; ISA48975
p-Aminophenols	ISA33853; ISA48975
5-unsubstituted pyrrogallols	ISA22707
Isoindole organothiophosphates	ISA37512
Phosphorodithioic acid O-monoesters	ISA37512
"Phosphorodithioic acid O,O-diesters"	ISA37512
Phosphoramidothioic acid S-esters	ISA26079
Phosphoramidothioic acid O-esters	ISA26079
"Phosphoramidothioic-acid-O,S-diesters"	ISA26079
N-acylphosphoramidothioic acid and derivatives	ISA26079
Nitroguanidines	ISA39179
Pyrimidinyloxybenzylamines	ISA50047; ISA35618
Benzofuranyl 5-alkylsulfonates	ISA35259; ISA52474
"Benzoylcyclohexane-1,3-diones"	ISA3992; ISA76224
Aryloxyphenoxypropionic acids	ISA35618; ISA33575
Aryloxyphenoxypropionic acid esters	ISA35618; ISA33308
2-phenoxypropionic acids	ISA35618; ISA33575
Alkyloxyphenoxypropionic acids	ISA35618; ISA33575
Alkyloxyphenoxypropionic acid esters	ISA35618; ISA33308
Hydroxybenzonitriles	ISA18379; ISA33853
"1,2,4-triazolopyrimidine-2-sulfonamides"	ISA27091; ISA35358
"1,2,4-triazolopyrimidine-2-sulfonanilides"	ISA27091; ISA35358
"Aryl 1,2,4-triazolones"	ISA35727; ISA36820
Diacylhydrazines	ISA35363
"1,3-thiazole carboxanilides"	ISA38418; ISA62733
Naphthalene-1-carboxanilides	ISA48739; ISA62733
1-hydroxynaphthalene-2-carboxanilides	ISA24727; ISA62733
8-hydroxynaphthalene-2-carboxanilides	ISA24727; ISA62733
6-hydroxynaphthalene-2-carboxanilides	ISA24727; ISA62733
Dioxoisoquinoline-4-carboxanilides	ISA24922; ISA62733
Isothiosemicarbazones	ISA38532
S-alkylisothiosemicarbazones	ISA38532
"1,4-dihydroxy-2-halobenzenoids"	ISA33570; ISA36684
4-halophenylacetic acids	ISA36684; ISA25978
N-silyl compounds	ISA85315
p-Hydroxybenzoic acid esters	ISA24676
Organic thiosulfinic acids	ISA33261
Pyrimidinyl-2-sulfonylureas	ISA47857; ISA39447
S-triazinyl-2-sulfonylureas	ISA47857; ISA38102
Organic nitrogen compounds	ISA35352
6-substituted-2-pyridinylmethylamines	ISA26421; ISA50047
2-benzimidazolylcarbamic acids	ISA22715; ISA33709
Haloacetanilides	ISA22160; ISA36684
M-haloacetanilides	ISA22160; ISA36684
P-haloacetanilides	ISA22160; ISA36684
N-acylcarbazoles	ISA48513; ISA37622
Chloro-s-triazines	ISA26588; ISA36683
Cyclic dithiocarbamic acid esters	ISA23003
Cyclohexene oximes	ISA24983
Cyclopropylisoxazoles	ISA55373
3-cyclopropylisoxazoles	ISA55373
4-cyclopropylisoxazoles	ISA55373
5-cyclopropylisoxazoles	ISA55373
Dichlorophenyl dicarboximides	ISA35356; ISA23697
Formamidines	ISA51917
Formamidine disulfides	ISA35489
"2-methoxy-1,3,5-triazines"	ISA26588; ISA35618
"4-methoxy-1,2,3-triazines"	ISA59099; ISA35618
Oxadiazines	ISA38101; ISA26912; ISA25693
"1,2,3-oxadiazines"	ISA38101; ISA26912; ISA25693
"1,2,4-oxadiazines"	ISA38101; ISA26912; ISA25693
"1,2,5-oxadiazines"	ISA38101; ISA26912; ISA25693
"1,3,4-oxadiazines"	ISA38101; ISA26912; ISA25693
"1,3,5-oxadiazines"	ISA38101; ISA26912; ISA25693
3-phenoxypropionic acids	ISA35618; ISA33575
Phenylenediamines	ISA51402
M-phenylenediamines	ISA51402
O-phenylenediamines	ISA51402
P-phenylenediamines	ISA51402
2-pyrimidinylthiobenzoic acids	ISA39447; ISA33307
Cyclic sulfite esters	ISA39088
Aldoxime carbamates	ISA23003
Ketoxime carbamates	ISA23003
Furanilides	ISA24129; ISA62733
Furan-3-carboxylic acids	ISA36055
Furan-3-carboxylic acid amides	ISA24129; ISA62733
Furan-3-carboxylic acid esters	ISA24129; ISA33308
7-benzofuranyl methylcarbamates	ISA35259; ISA23003
Oxime organothiophosphates	ISA37512
Phenylphosphonothioates	ISA37512
Phenyl phenylphosphonothioates	ISA37512
Cyanoacrylates	ISA18379; ISA79020
Phenyl ethylphosphonothioates	ISA36360
"1,3,4-thiadiazol-3-yl-organothiophosphates"	ISA39467
Pyrimidinyl phosphorothioates	ISA37512
2-methoxychromones	ISA72013
3-methoxychromones	ISA72013
Organic nitroso compounds	ISA35800
Organic N-nitroso compounds	ISA35803
Organic O-nitroso compounds	ISA35800
Organic S-nitroso compounds	ISA35800
Organic thionitrous acids	ISA35800
Trialkylglycerols	ISA52575
Episulfones	ISA35850; ISA38106
Methoxylated amphetamines	ISA35338
N-acylimidazoles	ISA38308
Methylcarbamates	ISA23003
Diazanaphthalenes	ISA27171
Benzodiazines	ISA27171
Thiuram monosulfides	ISA26835
"Dithiophosphate S,S-diesters"	ISA37512
CDP-ethanolamines	ISA25604
Methoxyphenylisopropylamines	ISA35618; ISA50047
"1,3-oxazolobenzo-1,4-diazepines"	ISA26979
5'-S-alkylthio-5'-deoxyribonucleosides	ISA36988; ISA16385
5'-azido-5'-deoxyribonucleosides	ISA36988
Organic dichromates	ISA35403
Benzotropolones	ISA36785
Alkoxides	ISA25696
Methoxides	ISA25696
Alpha-chloroketones	ISA51841
Indole-3-carbinol and derivatives	ISA24828
"2,5-disubstituted morpholines"	ISA38785
Acenaphthylenes	ISA38033
